,DMSO-CHX__vs_DMSO,U1-WT100-CHX_vs_DMSO,U1-WT100-CHX_vs_DMSO-CHX,U1-WT100-CHX_vs_WT100,U1-WT100-EtOH_vs_DMSO,U1-WT500-CHX_vs_DMSO,U1-WT500-CHX_vs_DMSO-CHX,U1-WT500-CHX_vs_WT500,U1-WT500-EtOH_vs_DMSO
GPR135,1,0,0,1,0,0,0,1,0
L3HYPDH,1,1,0,1,0,1,0,1,0
CCDC175,1,1,0,1,0,1,0,1,0
LRRC9,0,0,0,1,0,0,0,0,0
DHRS7,1,1,0,1,0,1,0,1,0
TRMT5,1,1,0,1,0,1,0,1,0
SNAPC1,1,1,0,1,0,1,0,0,0
LINC00643,1,1,0,1,0,0,0,1,0
AL161756.1,0,0,0,1,0,0,0,1,0
AL122035.2,0,0,0,0,0,1,0,0,0
ZBTB25,0,1,0,1,0,0,0,1,0
ZBTB1,1,1,0,1,0,1,0,1,0
HSPA2,1,1,0,1,0,1,0,1,0
SPTB,1,1,0,1,0,1,0,1,0
FNTB,0,1,0,0,0,0,0,0,0
FUT8,1,1,0,0,0,1,0,1,0
YBX1P1,0,0,0,1,0,1,0,1,0
FAM71D,1,0,0,0,0,0,0,0,0
VTI1B,1,0,0,0,0,0,0,1,0
AL049779.1,1,1,0,1,0,1,0,1,0
ZFP36L1,1,1,0,1,0,1,0,1,0
ACTN1,1,0,0,1,0,0,0,1,0
DCAF5,1,0,0,0,0,0,0,0,0
PLEKHD1,0,0,0,1,0,0,0,1,0
SMOC1,1,0,0,0,0,0,0,0,0
RPL7AP6,1,0,0,0,0,1,0,1,0
ADAM21,1,0,0,0,0,1,0,1,0
ADAM20P1,1,0,0,0,0,0,0,0,0
DPF3,1,1,0,1,0,1,0,1,0
DCAF4,1,1,0,1,0,1,0,1,0
AC005520.3,1,1,0,1,0,1,0,1,0
AC005520.7,0,1,0,1,0,1,0,1,0
FAM161B,1,1,0,1,0,1,0,1,0
COQ6,1,1,0,1,0,1,0,1,0
ENTPD5,0,0,0,1,0,0,0,0,0
LIN52,1,1,0,0,0,1,0,0,0
VSX2,0,0,0,0,0,1,0,0,0
ABCD4,1,1,0,1,0,1,0,1,0
AC005519.1,0,1,0,1,0,1,0,0,0
NPC2,1,1,0,1,0,1,0,1,0
AREL1,0,1,0,0,0,1,0,0,0
RPS6KL1,1,1,0,1,0,1,0,1,0
MLH3,1,1,0,1,0,0,0,1,0
ZC2HC1C,0,1,0,0,0,0,0,0,0
TMED10,1,1,0,1,0,1,0,1,0
FOS,0,1,0,0,0,1,0,1,0
AF111167.2,1,1,0,0,0,1,0,0,0
JDP2,1,1,0,1,0,1,0,1,0
TGFB3,1,1,0,1,0,1,0,1,0
AC016526.2,1,1,0,0,0,1,0,1,0
VASH1,1,1,0,1,0,1,0,1,0
AF111169.1,1,1,0,1,0,1,0,1,0
VASH1.AS1,0,0,0,0,0,1,0,0,0
IRF2BPL,1,1,0,1,0,1,0,1,0
AC007375.3,0,1,0,0,0,1,0,1,0
NOXRED1,1,1,0,1,0,1,0,1,0
ALKBH1,1,1,0,1,0,1,0,1,0
NRXN3,1,1,0,1,0,1,0,1,0
DIO2,1,1,0,1,0,1,0,1,0
AL136040.1,0,0,0,1,0,0,0,0,0
STON2,0,0,0,1,0,0,0,0,0
SEL1L,0,1,0,0,0,1,0,0,0
SPATA7,1,1,0,1,0,0,0,1,0
PTPN21,1,1,0,1,0,1,0,1,0
KCNK13,0,0,0,0,0,1,0,0,0
NRDE2,1,1,0,1,0,1,0,1,0
CALM1,1,1,0,1,0,1,0,1,0
LINC02321,1,1,0,1,0,1,0,1,0
FBLN5,1,1,0,1,0,1,0,1,0
TRIP11,0,0,0,1,0,0,0,0,0
MOAP1,1,1,0,1,0,1,0,1,0
UNC79,1,1,0,1,0,0,0,0,0
IFI27L2,1,1,0,1,0,1,0,1,0
PPP4R4,1,0,0,0,0,0,0,0,0
DICER1,1,1,0,1,0,1,0,1,0
SYNE3,1,1,0,1,0,1,0,1,0
AL133467.4,0,0,0,0,0,1,0,0,0
C14orf132,1,1,0,1,0,1,0,1,0
BDKRB2,1,1,0,1,0,1,0,1,0
BDKRB1,1,0,0,0,0,1,0,1,0
AL163051.1,0,1,0,0,0,1,0,0,0
LINC00618,1,1,0,1,0,1,0,1,0
CCDC85C,1,1,0,1,0,1,0,1,0
AL110504.1,0,0,0,0,0,0,0,1,0
CYP46A1,1,0,0,0,0,0,0,1,0
AL133523.1,0,0,0,1,0,0,0,0,0
WARS1,0,1,0,0,0,1,0,0,0
HSP90AA1,1,0,0,1,0,0,0,1,0
WDR20,1,1,0,1,0,1,0,1,0
MOK,1,0,0,0,0,1,0,0,0
ZNF839,1,1,0,1,0,1,0,1,0
ANKRD9,1,1,0,1,0,1,0,1,0
TRAF3,1,1,0,1,0,1,0,1,0
CDC42BPB,1,1,0,1,0,0,0,0,0
AL133367.1,1,0,0,0,0,0,0,0,0
TRMT61A,1,1,0,1,0,1,0,1,0
PPP1R13B,1,1,0,1,0,1,0,1,0
KIF26A,1,1,0,1,0,0,0,0,0
TMEM179,0,1,0,0,0,1,0,0,0
ZBTB42,1,1,0,1,0,1,0,1,0
LINC00638,0,0,0,0,0,1,0,1,0
CEP170B,0,1,0,1,0,0,0,0,0
AHNAK2,1,1,0,0,0,1,0,0,0
CLBA1,0,1,0,1,0,1,0,1,0
AL928654.4,1,1,0,1,0,1,0,1,0
RPS20P33,0,1,0,1,0,0,0,0,0
AL928654.1,0,0,0,1,0,0,0,0,0
AC246787.1,1,1,0,1,0,0,0,0,0
HERC2P3,1,1,0,1,0,1,0,1,0
HERC2P2,1,1,0,1,0,1,0,1,0
GOLGA8IP,1,1,0,1,0,0,0,1,0
WHAMMP3,1,1,0,1,0,1,0,1,0
PDCD6IPP1,1,1,0,1,0,1,0,1,0
TUBGCP5,1,1,0,1,0,1,0,1,0
GOLGA8S,1,1,0,1,0,1,0,1,0
HERC2,1,1,0,0,0,1,0,0,0
RPL41P2,1,0,0,0,0,0,0,1,0
HERC2P9,1,1,0,1,0,1,0,1,0
GOLGA8M,0,0,0,0,0,1,0,1,0
WHAMMP2,1,1,0,1,0,1,0,1,0
FAM189A1,1,1,0,1,0,1,0,0,0
GOLGA8J,1,0,0,0,0,0,0,0,0
ULK4P3,1,1,0,1,0,0,0,1,0
GOLGA8T,1,1,0,1,0,1,0,1,0
LINC02249,1,1,0,1,0,1,0,1,0
AC127502.1,1,1,0,1,0,1,0,1,0
AC127502.2,1,1,0,1,0,1,0,1,0
AC127502.3,0,0,0,0,0,0,0,1,0
AC026150.3,1,1,0,1,0,1,0,0,0
GOLGA8H,1,1,0,1,0,1,0,1,0
AC091057.4,1,1,0,1,0,1,0,1,0
ARHGAP11B,1,1,0,1,0,1,0,0,0
ARHGAP11B.1,1,1,0,1,0,1,0,1,0
AC091057.6,1,1,0,1,0,1,0,1,0
AC091057.1,1,1,0,1,0,1,0,1,0
GOLGA8UP,0,0,0,0,0,0,0,1,0
FAN1,1,1,0,1,0,1,0,1,0
MTMR10,1,1,0,1,0,1,0,1,0
KLF13,1,1,0,1,0,1,0,1,0
GOLGA8K,1,1,0,1,0,1,0,1,0
AC135983.2,1,1,0,1,0,1,0,1,0
GOLGA8O,1,1,0,1,0,1,0,1,0
AC135983.5,1,1,0,0,0,1,0,1,0
AC135983.4,1,1,0,1,0,1,0,1,0
AC135983.3,1,1,0,1,0,1,0,1,0
AC123768.4,0,0,0,0,0,0,0,1,0
GOLGA8N,1,0,0,1,0,0,0,1,0
ARHGAP11A,1,1,0,1,0,1,0,1,0
SCG5,0,0,0,0,0,1,0,0,0
AC010809.1,1,1,0,1,0,1,0,1,0
AC025678.3,0,0,0,0,0,1,0,0,0
THBS1,1,1,0,1,0,1,0,1,0
FSIP1,1,1,0,1,0,1,0,0,0
GPR176.DT,0,1,0,0,0,0,0,0,0
SRP14,1,1,0,1,0,1,0,1,0
PAK6,1,1,0,0,0,1,0,0,0
PLCB2,0,0,0,0,0,1,0,1,0
RPUSD2,1,1,0,1,0,1,0,1,0
C15orf62,1,0,0,0,0,0,0,1,0
ZFYVE19,1,1,0,1,0,1,0,0,0
DLL4,1,1,0,1,0,1,0,1,0
CHAC1,1,1,0,1,0,1,0,1,0
INO80,1,1,0,1,0,1,0,1,0
CHP1,1,1,0,1,0,1,0,1,0
OIP5.AS1,0,1,0,0,0,1,0,0,0
AC087721.2,0,0,0,1,0,0,0,0,0
JMJD7,0,0,0,0,0,1,0,1,0
JMJD7.PLA2G4B,1,1,0,1,0,0,0,1,0
TMEM87A,1,1,0,1,0,1,0,1,0
AC012651.1,1,1,0,0,0,1,0,1,0
AC018362.3,0,0,0,0,0,0,0,1,0
HAUS2,1,1,0,1,0,1,0,1,0
STARD9,1,1,0,1,0,1,0,1,0
CDAN1,1,1,0,1,0,1,0,1,0
UBR1,1,1,0,1,0,1,0,1,0
TMEM62,1,1,0,1,0,1,0,1,0
LCMT2,1,1,0,1,0,1,0,1,0
PDIA3,0,0,0,0,0,0,0,1,0
WDR76,1,1,0,1,0,1,0,1,0
CASC4,1,1,0,0,0,1,0,1,0
SPG11,1,0,0,1,0,0,0,1,0
PATL2,0,0,0,0,0,0,0,1,0
GATM,1,0,0,1,0,1,0,1,0
SPATA5L1,1,1,0,1,0,1,0,1,0
CEP152,1,1,0,1,0,1,0,1,0
AC022306.3,1,0,0,0,0,0,0,0,0
AP4E1,1,1,0,1,0,1,0,1,0
GLDN,0,0,0,0,0,0,0,1,0
DMXL2,0,0,0,1,0,0,0,0,0
SCG3,0,0,0,1,0,0,0,0,0
TMOD2,1,1,0,1,0,1,0,1,0
AC090970.2,0,0,0,1,0,0,0,0,0
FAM214A,1,1,0,1,0,1,0,1,0
ONECUT1,0,0,0,0,0,1,0,0,0
AC011912.1,1,1,0,1,0,1,0,1,0
RAB27A,0,0,0,0,0,1,0,0,0
PIGBOS1,1,1,0,1,0,1,0,1,0
C15orf65,0,0,0,1,0,0,0,1,0
PYGO1,1,1,0,1,0,1,0,1,0
ZNF280D,1,1,0,1,0,1,0,1,0
AC090517.4,1,0,0,0,0,1,0,1,0
AC010999.2,0,0,0,0,0,0,0,1,0
RNF111,1,1,0,1,0,1,0,1,0
FAM81A,1,1,0,1,0,1,0,1,0
RPS3AP6,1,0,0,0,0,0,0,0,0
ANXA2,1,0,0,1,0,0,0,1,0
C2CD4A,1,0,0,1,0,1,0,1,0
TLN2,1,1,0,0,0,1,0,1,0
USP3,1,1,0,0,0,1,0,0,0
PPIB,1,0,0,1,0,0,0,1,0
PIF1,1,1,0,1,0,1,0,1,0
PLEKHO2,1,1,0,0,0,0,0,0,0
ANKDD1A,0,0,0,0,0,0,0,1,0
SPG21,1,0,0,0,0,0,0,0,0
IGDCC3,0,0,0,1,0,0,0,0,0
IGDCC4,0,0,0,0,0,0,0,1,0
DPP8,1,1,0,1,0,1,0,1,0
DENND4A,1,1,0,1,0,0,0,1,0
TIPIN,1,1,0,0,0,1,0,0,0
AC116913.1,1,1,0,1,0,1,0,1,0
SNAPC5,1,1,0,1,0,1,0,1,0
RPL4,1,0,0,1,0,0,0,1,0
AC016355.1,0,1,0,0,0,1,0,0,0
AC107871.1,1,1,0,1,0,1,0,1,0
CALML4,0,1,0,1,0,1,0,1,0
AC027237.5,0,0,0,1,0,0,0,0,0
RPLP1,1,0,0,1,0,0,0,0,0
TLE3,1,1,0,1,0,0,0,1,0
THAP10,1,1,0,1,0,1,0,1,0
HMGB1P6,0,0,0,0,0,0,0,1,0
AC064799.1,0,0,0,1,0,0,0,0,0
NR2E3,1,1,0,0,0,0,0,0,0
SENP8,1,1,0,1,0,0,0,1,0
PARP6,1,1,0,1,0,1,0,1,0
CELF6,0,0,0,1,0,0,0,0,0
TMEM202.AS1,0,0,0,1,0,0,0,0,0
ARIH1,1,0,0,0,0,1,0,0,0
HCN4,1,1,0,1,0,1,0,1,0
INSYN1,0,0,0,1,0,0,0,0,0
STOML1,1,1,0,1,0,1,0,1,0
ISLR2,1,1,0,0,0,1,0,0,0
SEMA7A,1,1,0,1,0,0,0,1,0
AC012435.2,1,0,0,0,0,1,0,1,0
CLK3,1,1,0,1,0,1,0,1,0
CYP1A1,1,1,0,1,0,1,0,1,0
COX5A,1,0,0,0,0,0,0,0,0
PPCDC,1,1,0,1,0,1,0,1,0
C15orf39,1,1,0,1,0,1,0,1,0
GOLGA6C,1,0,0,0,0,0,0,0,0
NEIL1,1,1,0,1,0,1,0,1,0
AC068338.2,1,1,0,1,0,1,0,1,0
SIN3A,1,1,0,1,0,1,0,1,0
SNX33,1,0,0,0,0,0,0,0,0
AC105020.1,1,1,0,1,0,1,0,1,0
ODF3L1,1,1,0,1,0,1,0,1,0
UBE2Q2,1,1,0,1,0,1,0,1,0
AC091100.1,0,1,0,0,0,0,0,0,0
ISL2,1,1,0,1,0,1,0,1,0
SCAPER,1,1,0,1,0,1,0,1,0
AC090181.2,0,0,0,0,0,0,0,1,0
PEAK1,0,1,0,0,0,1,0,0,0
LINGO1,0,0,0,1,0,0,0,0,0
AC104758.2,1,1,0,1,0,1,0,1,0
TBC1D2B,1,1,0,1,0,1,0,1,0
ADAMTS7,0,0,0,0,0,1,0,0,0
MINAR1,1,1,0,1,0,1,0,1,0
AC015871.8,0,0,0,0,0,0,0,1,0
ARNT2,0,0,0,0,0,1,0,0,0
AC027808.1,1,1,0,1,0,0,0,0,0
TLNRD1,1,1,0,1,0,1,0,1,0
STARD5,1,1,0,1,0,1,0,1,0
MEX3B,0,0,0,0,0,1,0,1,0
EFL1,1,1,0,1,0,1,0,1,0
GOLGA6L10,1,0,0,0,0,0,0,0,0
UBE2Q2P2,1,1,0,1,0,1,0,1,0
AC243919.2,1,0,0,0,0,1,0,0,0
GOLGA6L17P,0,0,0,1,0,0,0,1,0
RPS17,0,0,0,1,0,0,0,0,0
AP3B2,1,0,0,1,0,0,0,1,0
AC105339.6,0,0,0,1,0,0,0,0,0
WHAMM,1,1,0,1,0,1,0,1,0
HOMER2,1,1,0,1,0,1,0,1,0
ADAMTSL3,1,1,0,1,0,1,0,1,0
EFL1P1,1,1,0,1,0,1,0,1,0
GOLGA2P7,1,1,0,1,0,1,0,1,0
GOLGA6L4,1,0,0,0,0,0,0,0,0
CSPG4P5,0,1,0,0,0,0,0,0,0
GOLGA6L5P,1,1,0,1,0,1,0,1,0
AC048382.2,1,1,0,1,0,1,0,1,0
UBE2Q2P1,1,1,0,1,0,1,0,1,0
LINC00933,0,0,0,1,0,0,0,0,0
ZSCAN2,1,1,0,1,0,1,0,1,0
SCAND2P,1,1,0,1,0,1,0,1,0
WDR73,0,0,0,0,0,1,0,0,0
AC048382.7,0,0,0,1,0,0,0,0,0
NMB,1,0,0,1,0,0,0,1,0
ZNF592,1,1,0,1,0,1,0,1,0
PDE8A,1,1,0,1,0,0,0,0,0
AC044860.1,0,1,0,0,0,0,0,0,0
AC021739.2,1,1,0,1,0,0,0,0,0
KLHL25,1,1,0,1,0,1,0,1,0
AC013489.1,0,0,0,1,0,0,0,0,0
DET1,1,1,0,1,0,1,0,1,0
AEN,1,1,0,1,0,1,0,1,0
ACAN,0,0,0,0,0,1,0,0,0
HAPLN3,1,0,0,1,0,1,0,1,0
POLG,1,1,0,0,0,1,0,1,0
TICRR,1,1,0,1,0,1,0,1,0
PLIN1,0,1,0,0,0,0,0,0,0
WDR93,1,1,0,1,0,1,0,1,0
ANPEP,0,0,0,1,0,1,0,1,0
ZNF710.AS1,1,1,0,1,0,1,0,1,0
GDPGP1,0,0,0,1,0,0,0,0,0
AC091167.2,0,0,0,0,0,0,0,1,0
ZNF774,1,1,0,1,0,1,0,1,0
BLM,1,1,0,1,0,1,0,1,0
MAN2A2,1,1,0,1,0,1,0,1,0
VPS33B,0,1,0,1,0,1,0,1,0
VPS33B.DT,0,1,0,0,0,0,0,0,0
HMGN1P38,0,0,0,0,0,0,0,1,0
LINC01578,1,1,0,1,0,1,0,1,0
AC013394.1,0,0,0,1,0,1,0,1,0
CHD2,1,1,0,1,0,1,0,1,0
RGMA,0,0,0,1,0,0,0,0,0
AC104260.2,0,1,0,0,0,0,0,0,0
NR2F2.AS1,1,1,0,1,0,1,0,1,0
ARRDC4,1,0,0,1,0,0,0,1,0
IGF1R,1,1,0,1,0,1,0,1,0
DNM1P46,1,1,0,1,0,1,0,1,0
AC090825.2,0,0,0,1,0,0,0,0,0
ADAMTS17,1,1,0,1,0,1,0,1,0
SPATA41,0,0,0,0,0,0,0,1,0
LINS1,1,1,0,1,0,1,0,1,0
LRRK1,1,1,0,1,0,1,0,1,0
PCSK6.AS1,0,0,0,0,0,0,0,1,0
AC090164.5,1,1,0,1,0,1,0,1,0
GOLGA8VP,1,1,0,1,0,1,0,1,0
WASH3P,1,1,0,1,0,1,0,1,0
WASH4P,1,0,0,0,0,0,0,0,0
Z84723.1,0,0,0,0,0,0,0,1,0
WASIR2,0,1,0,0,0,0,0,0,0
IL9RP3,1,1,0,1,0,1,0,0,0
RHBDF1,1,1,0,1,0,1,0,1,0
HBQ1,0,0,0,1,0,0,0,0,0
LUC7L,1,1,0,0,0,1,0,0,0
FAM234A,0,1,0,0,0,1,0,0,0
Z97634.1,0,0,0,0,0,1,0,0,0
DECR2,1,1,0,1,0,1,0,0,0
WFIKKN1,0,1,0,0,0,0,0,0,0
WDR90,1,1,0,1,0,1,0,1,0
RHOT2,0,0,0,0,0,1,0,0,0
WDR24,1,1,0,1,0,1,0,1,0
Z92544.1,1,1,0,1,0,1,0,1,0
FBXL16,1,1,0,1,0,1,0,0,0
METRN,1,1,0,1,0,0,0,1,0
CCDC78,1,0,0,0,0,1,0,1,0
CIAO3,0,1,0,1,0,1,0,1,0
AC009041.3,1,1,0,1,0,1,0,1,0
SOX8,1,0,0,0,0,0,0,0,0
AC120498.10,1,0,0,0,0,0,0,0,0
BAIAP3,0,0,0,0,0,0,0,1,0
UNKL,1,1,0,1,0,1,0,1,0
C16orf91,0,0,0,0,0,1,0,0,0
MAPK8IP3,1,1,0,1,0,1,0,1,0
EME2,1,1,0,1,0,1,0,1,0
MSRB1,0,0,0,1,0,0,0,1,0
RPS2,1,0,0,1,0,0,0,1,0
NOXO1,0,0,0,0,0,1,0,0,0
GFER,0,1,0,0,0,1,0,0,0
PKD1,1,1,0,1,0,1,0,1,0
SNHG19,0,0,0,1,0,0,0,0,0
E4F1,1,1,0,1,0,1,0,1,0
DNASE1L2,0,0,0,0,0,1,0,0,0
ABCA3,1,1,0,1,0,1,0,1,0
AC106820.4,1,1,0,1,0,0,0,0,0
AC093525.8,0,0,0,0,0,1,0,1,0
AC093525.4,1,1,0,1,0,1,0,1,0
AC141586.1,1,1,0,1,0,1,0,1,0
PRSS27,1,1,0,1,0,1,0,1,0
AC003965.1,0,1,0,1,0,0,0,0,0
AC004233.2,1,1,0,0,0,1,0,0,0
TNFRSF12A,1,1,0,0,0,1,0,0,0
ZNF205,1,1,0,0,0,1,0,1,0
ZNF213,1,0,0,0,0,1,0,0,0
ZNF200,1,1,0,1,0,1,0,1,0
LINC00921,0,0,0,0,0,0,0,1,0
ZNF263,1,1,0,1,0,1,0,0,0
ZNF75A,1,1,0,1,0,1,0,1,0
AC025283.2,1,0,0,0,0,0,0,0,0
ZNF597,1,1,0,1,0,1,0,1,0
CLUAP1,1,0,0,1,0,0,0,0,0
AC004494.1,0,0,0,1,0,0,0,0,0
SLX4,1,1,0,1,0,1,0,1,0
AC006111.2,1,1,0,1,0,1,0,1,0
ADCY9,1,1,0,0,0,1,0,0,0
AC012676.5,0,0,0,0,0,1,0,0,0
NUDT16L1,1,1,0,1,0,1,0,1,0
ANKS3,1,1,0,1,0,1,0,1,0
C16orf71,1,0,0,0,0,0,0,0,0
ZNF500,1,1,0,1,0,1,0,1,0
METTL22,1,1,0,1,0,1,0,1,0
PMM2,1,1,0,1,0,1,0,1,0
AC022167.2,1,1,0,1,0,1,0,1,0
ATF7IP2,1,1,0,1,0,1,0,1,0
EMP2,1,1,0,1,0,1,0,1,0
AC099489.1,0,0,0,0,0,0,0,1,0
SNN,1,1,0,1,0,1,0,1,0
TXNDC11,1,1,0,1,0,1,0,1,0
ZC3H7A,1,1,0,1,0,1,0,1,0
NPIPB2,1,1,0,0,0,1,0,0,0
ERCC4,1,1,0,1,0,1,0,1,0
AC136443.3,0,0,0,1,0,0,0,0,0
RRN3,1,1,0,1,0,1,0,1,0
NPIPP1,1,1,0,1,0,1,0,1,0
AC139256.3,1,0,0,0,0,1,0,1,0
PKD1P6,1,1,0,1,0,1,0,1,0
MYH11,0,1,0,0,0,0,0,0,0
ABCC6,1,1,0,1,0,1,0,1,0
XYLT1,0,1,0,0,0,1,0,0,0
AC126755.7,0,0,0,1,0,0,0,0,0
PKD1P5,0,0,0,0,0,1,0,1,0
AC126755.3,1,1,0,1,0,1,0,0,0
ABCC6P1,1,1,0,1,0,1,0,1,0
RPS15A,1,0,0,1,0,0,0,0,0
AC138811.2,0,0,0,0,0,1,0,1,0
ARL6IP1,1,1,0,1,0,1,0,1,0
SMG1,0,0,0,1,0,0,0,0,0
TMC7,1,1,0,1,0,1,0,1,0
AC099518.1,1,1,0,1,0,1,0,0,0
TMC5,1,1,0,1,0,1,0,1,0
ERI2,1,0,0,1,0,0,0,0,0
REXO5,1,1,0,1,0,1,0,0,0
CRYM,1,1,0,0,0,1,0,0,0
CRYM.AS1,1,1,0,1,0,1,0,1,0
SNX29P1,1,1,0,1,0,1,0,1,0
NPIPB3,1,1,0,1,0,1,0,1,0
SMG1P3,1,1,0,1,0,1,0,1,0
METTL9,1,1,0,1,0,1,0,1,0
AC092375.2,1,1,0,1,0,1,0,1,0
RRN3P1,1,1,0,1,0,1,0,1,0
NPIPB4,1,1,0,1,0,1,0,1,0
SMG1P4,1,1,0,1,0,1,0,1,0
AC092119.2,1,0,0,0,0,0,0,0,0
VWA3A,1,1,0,1,0,1,0,0,0
AC092338.3,0,0,0,0,0,1,0,0,0
RRN3P3,1,1,0,1,0,1,0,1,0
SMG1P1,1,1,0,1,0,1,0,1,0
NPIPB5,1,1,0,1,0,1,0,1,0
AC127459.1,0,1,0,1,0,1,0,0,0
USP31,1,1,0,1,0,1,0,1,0
AC008915.3,1,1,0,1,0,1,0,1,0
PALB2,0,0,0,1,0,0,0,1,0
PLK1,1,1,0,1,0,1,0,1,0
PRKCB,0,1,0,0,0,1,0,0,0
SLC5A11,0,0,0,0,0,1,0,1,0
LCMT1.AS1,0,0,0,1,0,0,0,0,0
LCMT1.AS2,1,1,0,1,0,1,0,0,0
ZKSCAN2,0,0,0,1,0,0,0,1,0
KDM8,1,1,0,1,0,1,0,1,0
NSMCE1.DT,0,0,0,0,0,0,0,1,0
IL21R,0,1,0,0,0,1,0,0,0
KIAA0556,1,0,0,1,0,0,0,1,0
SBK1,1,1,0,1,0,1,0,1,0
NPIPB6,1,1,0,1,0,1,0,1,0
CLN3,0,1,0,1,0,0,0,0,0
NUPR1,0,1,0,0,0,1,0,0,0
NPIPB9,1,1,0,1,0,1,0,1,0
NFATC2IP,1,1,0,1,0,1,0,1,0
SPNS1,1,1,0,1,0,0,0,0,0
RRN3P2,1,1,0,1,0,1,0,1,0
SMG1P6,1,1,0,1,0,1,0,1,0
BOLA2,1,1,0,1,0,1,0,1,0
SLX1B.SULT1A4,1,0,0,0,0,0,0,0,0
NPIPB12,1,1,0,1,0,1,0,1,0
SMG1P2,1,1,0,1,0,1,0,1,0
SLC7A5P1,1,1,0,1,0,1,0,1,0
AC009133.2,0,0,0,0,0,0,0,1,0
AC120114.4,0,0,0,1,0,0,0,0,0
AC120114.3,0,1,0,1,0,1,0,1,0
AC093512.2,1,1,0,1,0,1,0,0,0
ALDOA,1,1,0,1,0,0,0,1,0
TBX6,1,1,0,1,0,1,0,1,0
GDPD3,0,0,0,0,0,1,0,0,0
BOLA2B,1,0,0,1,0,0,0,1,0
SLX1A.SULT1A3,1,1,0,1,0,1,0,1,0
SULT1A3,1,1,0,1,0,1,0,1,0
NPIPB13,1,0,0,1,0,0,0,1,0
SMG1P5,1,1,0,1,0,1,0,1,0
CD2BP2.DT,0,1,0,1,0,0,0,0,0
ZNF48,1,1,0,1,0,1,0,1,0
ZNF747,0,0,0,1,0,0,0,1,0
ZNF764,1,1,0,1,0,1,0,1,0
ZNF688,0,0,0,0,0,1,0,1,0
AC002310.2,1,1,0,1,0,0,0,0,0
ZNF689,1,1,0,1,0,1,0,1,0
AC106886.2,0,0,0,1,0,0,0,0,0
PHKG2,1,1,0,0,0,1,0,1,0
CCDC189,1,0,0,0,0,1,0,1,0
FBXL19.AS1,0,0,0,0,0,1,0,0,0
FBXL19,1,1,0,1,0,0,0,1,0
STX1B,0,0,0,0,0,1,0,0,0
ZNF668,1,1,0,1,0,1,0,1,0
ZNF646,1,1,0,1,0,1,0,1,0
AC135050.7,0,0,0,0,0,1,0,0,0
ARMC5,1,1,0,1,0,1,0,1,0
AC026471.2,0,0,0,0,0,1,0,0,0
CLUHP3,1,1,0,1,0,1,0,1,0
AC074050.4,0,0,0,1,0,0,0,0,0
ZNF720,1,0,0,0,0,0,0,0,0
ZNF267,1,1,0,1,0,1,0,1,0
AC133485.7,0,0,0,1,0,0,0,0,0
SHCBP1,1,0,0,0,0,0,0,0,0
AC092368.3,0,0,0,1,0,0,0,0,0
ORC6,1,1,0,0,0,1,0,1,0
MYLK3,1,1,0,1,0,0,0,1,0
C16orf87,1,1,0,1,0,1,0,1,0
GPT2,0,1,0,0,0,1,0,0,0
NETO2,1,1,0,1,0,1,0,1,0
SIAH1,0,0,0,0,0,0,0,1,0
N4BP1,1,1,0,1,0,0,0,1,0
CBLN1,0,0,0,0,0,0,0,1,0
TENT4B,1,1,0,1,0,1,0,1,0
NKD1,1,1,0,1,0,1,0,1,0
SALL1,0,1,0,1,0,1,0,0,0
AC087564.1,0,0,0,1,0,0,0,0,0
HNRNPA1P48,1,1,0,1,0,1,0,1,0
CHD9,1,0,0,1,0,0,0,1,0
AC007342.5,1,0,0,0,0,1,0,0,0
IRX5,1,1,0,1,0,1,0,1,0
IRX6,1,1,0,1,0,1,0,1,0
MMP2,1,1,0,1,0,1,0,1,0
AC007336.1,0,0,0,0,0,1,0,0,0
GNAO1,0,1,0,0,0,1,0,0,1
MT2A,0,0,0,1,0,0,0,0,0
MT1F,0,0,0,0,0,1,0,0,0
HERPUD1,1,1,0,1,0,1,0,1,0
AC012181.1,0,1,0,0,0,1,0,0,0
AC009090.5,1,0,0,0,0,1,0,0,0
ZNF319,1,1,0,1,0,1,0,1,0
USB1,0,0,0,1,0,0,0,1,0
MMP15,1,1,0,1,0,1,0,1,0
GINS3,1,1,0,1,0,1,0,1,0
SETD6,1,1,0,1,0,1,0,1,0
CNOT1,0,1,0,0,0,0,0,0,0
RPS27AP16,0,0,0,1,0,0,0,0,0
LINC00920,0,0,0,1,0,0,0,0,0
CMTM2,1,1,0,0,0,1,0,0,0
CMTM4,1,1,0,1,0,1,0,1,0
AC044802.1,1,1,0,1,0,0,0,1,0
CES3,1,1,0,1,0,1,0,1,0
CBFB,1,0,0,1,0,0,0,1,0
FBXL8,0,0,0,1,0,0,0,0,0
SLC9A5,1,1,0,1,0,1,0,1,0
AC040160.1,0,1,0,1,0,1,0,0,0
KCTD19,1,1,0,0,0,0,0,1,0
LRRC36,1,1,0,1,0,1,0,1,0
CARMIL2,0,1,0,0,0,1,0,0,0
RANBP10,1,0,0,1,0,1,0,1,0
TSNAXIP1,1,1,0,0,0,0,0,1,0
NUTF2,0,0,0,1,0,0,0,0,0
LCAT,1,1,0,1,0,1,0,1,0
SLC12A4,1,1,0,1,0,1,0,1,0
DUS2,1,1,0,1,0,1,0,1,0
DDX28,0,1,0,0,0,1,0,0,0
