,U1-mut2-100-CHX_vs_DMSO,U1-mut2-100-CHX_vs_DMSO-CHX,U1-mut2-100-CHX_vs_mut2-100,U1-mut2-100-EtOH_vs_DMSO,U1-mut2-100-CHX_vs_WT_EtOH,U1-mut2-100-CHX_vs_WT_CHX,U1-mut2-100-EtOH_vs_WT_EtOH,U1-mut2-500-CHX_vs_DMSO,U1-mut2-500-CHX_vs_DMSO-CHX,U1-mut2-500-CHX_vs_mut5-500,U1-mut2-500-EtOH_vs_DMSO,U1-mut2-500-CHX_vs_WT_EtOH,U1-mut2-500-CHX_vs_WT_CHX,U1-mut2-500-EtOH_vs_WT_EtOH
CEACAMP10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PHLDB3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
PINLYP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLAUR,1,0,1,0,1,0,0,1,0,0,0,0,0,0
SMG9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LYPD5,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ZNF283,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF404,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC006213.2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC006213.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC006213.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF45,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF221,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ZNF155,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC006213.4,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC006213.1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ZNF230,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF222,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF223,1,0,1,0,1,0,0,1,0,1,1,1,0,0
ZNF284,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF224,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC021092.1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
ZNF225,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF234,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF226,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF227,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF235,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF233,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF112,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF285,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF229,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF180,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CEACAM22P,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PVR,1,0,1,0,1,0,0,1,0,0,0,0,0,0
CEACAM19,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC243964.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BCL3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
APOC1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
RELB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLASRP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF296,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PPP1R37,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRAPPC6A,1,0,0,0,0,0,0,1,0,1,0,1,0,0
FOSB,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PPM1N,1,0,0,0,0,0,0,1,0,0,0,1,0,0
EML2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GIPR,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC007191.1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
BHMG1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
DMPK,0,0,0,0,0,0,0,1,0,1,0,1,0,0
FOXA3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
NOVA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
IGFL4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CALM3,0,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC1A5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008622.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARHGAP35,1,0,1,0,0,0,0,1,0,1,0,0,0,0
TMEM160,0,0,0,0,1,0,0,1,0,1,0,1,0,0
BBC3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CCDC9,1,0,0,0,0,0,0,1,0,1,0,1,0,0
BICRA,0,0,0,0,1,0,0,1,0,1,0,1,0,0
EHD2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ELSPBP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLA2G4C,1,0,0,0,1,0,0,1,0,1,0,0,0,0
ZSWIM9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011466.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CARD8.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF114,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC114,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KDELR1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
KCNJ14,0,0,0,0,0,0,0,1,0,0,0,1,1,0
CYTH2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPL18,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPHK2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
SEC1P,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FUT1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
FGF21,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PPP1R15A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NUCB1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DHDH,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FTL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RUVBL2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LIN7B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C19orf73,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPFIA3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRPM4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011450.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TEAD2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPL13A,0,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS11,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RRAS,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CPT1C,0,0,1,0,0,0,0,1,0,0,0,1,0,0
PTOV1.AS1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
PTOV1.AS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF473,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010624.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AC010624.5,1,0,0,0,1,0,0,1,0,1,1,0,0,0
MYH14,1,0,1,0,0,0,0,1,0,0,0,0,0,0
NAPSA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008655.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SPIB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MYBPC2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JOSD2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
LRRC4B,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SYT3,0,0,1,0,1,0,0,1,0,1,0,1,0,0
SHANK1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C19orf48,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KLK8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KLK14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VSIG10L,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ETFB,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SPACA6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF577,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC074141.1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
ZNF649.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF649,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF613,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF350,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF615,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF432,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF841,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011468.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF616,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF836,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF766,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF480,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF610,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF880,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF528,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF808,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF701,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF137P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF611,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF28,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF468,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF320,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF888,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF321P,1,0,1,0,1,0,0,1,0,1,0,0,0,0
ZNF816.ZNF321P,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF816,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF702P,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF160,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF347,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF845,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF525,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF765,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF761,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF813,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF331,0,0,0,0,0,0,0,1,1,1,0,1,1,0
MYADM,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PRKCG,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CACNG8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LENG1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TSEN34,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RPS9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LENG9,1,0,1,0,1,0,0,0,0,1,0,0,0,0
GP6,0,0,0,0,0,0,0,1,0,1,0,0,0,0
EPS8L1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC010327.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TNNT1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TNNI3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SYT5,1,0,1,0,0,0,0,0,0,1,0,0,0,0
PTPRH,1,0,0,0,1,0,0,1,0,0,0,1,0,0
HSPBP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRSK1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KMT5C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPL28,0,0,1,0,1,0,0,1,0,1,0,1,0,0
UBE2S,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ISOC2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ZNF628,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF579,1,0,1,0,1,0,0,0,0,0,0,0,0,0
FIZ1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EPN1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
RFPL4A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NLRP11,0,0,1,0,1,0,0,0,0,0,0,1,0,0
ZNF582,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF582.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF583,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF471,1,0,1,0,1,0,0,1,0,1,1,1,0,1
ZFP28,1,0,1,0,1,0,0,1,0,0,0,1,0,1
AC005498.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ZNF470,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF71,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF264,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC005261.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZNF460,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AC005261.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ZNF543,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF304,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF547,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRAPPC2B,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ZNF548,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF17,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF749,1,0,1,0,1,0,0,1,0,1,0,1,0,0
VN1R1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ZNF772,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF419,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC003005.1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
ZNF773,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF549,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF550,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF416,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZIK1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF530,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF134,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF211,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF551,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC003006.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF776,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF586,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF552,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010522.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ZNF587B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF814,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF587,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AC010326.4,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZNF417,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF418,1,0,1,0,1,0,0,1,0,1,1,1,0,1
ZNF256,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF606,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008969.1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
ZSCAN18,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ZNF329,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF274,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC020915.5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ERVK3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZSCAN22,1,0,1,0,1,0,0,1,0,1,0,1,0,0
A1BG,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF497,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF837,1,0,1,0,0,0,0,0,0,1,0,0,0,0
RPS5,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZNF584,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF324,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC27A5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZBTB45,1,0,1,0,0,0,0,1,0,0,0,0,0,0
MZF1.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MZF1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NRSN2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TRIB3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TBC1D20,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SRXN1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
FAM110A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AL110114.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ACTG1P3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C20orf202,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SNPH,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136531.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FKBP1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SIRPA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TGM3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL049650.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF343,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NOP56,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PCED1A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UBOX5,1,0,1,0,1,0,0,1,0,0,0,1,0,0
C20orf194,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATRN,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C20orf27,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SPEF1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CDC25B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAVS,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PANK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RASSF2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM230,0,0,0,0,1,0,0,1,0,1,0,1,0,0
CDS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GPCPD1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
SHLD1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CHGB,0,0,0,0,1,0,0,1,1,0,1,1,1,1
TRMT6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BMP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMX4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLCB4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNAP25,0,0,0,0,0,0,0,1,1,0,0,1,1,1
AL034430.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SLX4IP,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TASP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ESF1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
NDUFAF5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MACROD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FLRT3,1,0,1,0,1,0,0,1,0,0,1,1,0,0
BFSP1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RRBP1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SNX5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNORD17,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZNF133,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DZANK1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POLR3F,1,0,1,0,1,0,0,1,0,1,0,0,0,0
AL121900.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DTD1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LINC00652,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LINC00653,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SLC24A3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AL121761.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RIN2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AL117332.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NKX2.4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL133325.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LINC00261,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FOXA2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THBD,0,0,0,0,1,0,0,1,0,0,0,0,0,0
NXT1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
GZF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NAPB,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CST3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AL035252.4,1,0,1,0,1,0,0,0,0,1,0,0,0,0
NINL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF337,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC01597,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MCTS2P,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ID1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MYLK2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
DUSP15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TTLL9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PDRG1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
XKR7,1,0,0,1,1,0,1,1,1,0,1,1,1,1
AL031658.2,0,0,0,0,0,0,0,1,1,0,1,1,1,1
CCM2L,0,0,1,0,1,0,0,0,0,1,0,0,0,0
TSPY26P,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NOL4L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FO393400.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL035071.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SNTA1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
E2F1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF341,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RALY,0,0,0,0,0,0,0,1,0,1,0,1,0,0
EIF2S2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
AL031668.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AHCY,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AL356299.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MYH7B,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PROCR,0,0,1,0,1,0,0,1,0,1,0,1,0,0
MMP24,0,0,0,0,0,0,0,1,1,0,1,1,1,1
AL121753.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CEP250,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ROMO1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NORAD,1,0,1,0,1,0,0,0,0,0,0,0,0,0
EPB41L1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DSN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SOGA1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RBL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL136172.1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
TTI1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
RPRD1B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TGM2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KIAA1755,0,0,1,0,0,0,0,0,0,1,0,1,0,0
AL391095.2,0,0,1,0,0,0,0,1,0,1,0,1,0,0
SNHG17,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNHG11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARHGAP40,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPP1R16B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM83D,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DHX35,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MAFB,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ZHX3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL23AP81,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LPIN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CHD6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SRSF6,1,0,1,0,1,0,0,1,0,0,0,0,0,0
L3MBTL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SGK2,0,0,0,0,0,0,0,1,1,1,0,0,1,0
OSER1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LINC01260,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AL139352.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RIMS4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PABPC1L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYS1.DBNDD2,0,0,1,0,0,0,0,1,0,0,0,1,0,0
RPS2P7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UBE2C,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TNNC2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ZSWIM3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSWIM1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPATA25,0,0,1,0,1,0,0,0,0,1,0,0,0,0
NEURL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLTP,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AL162458.1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
ZNF335,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NCOA5,1,0,1,0,1,0,0,1,0,0,0,0,0,0
AL133227.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL133520.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TP53RK,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AL031055.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NCOA3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
ZFAS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNB1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
PTGIS,0,0,0,0,0,0,0,1,0,1,0,1,0,0
B4GALT5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC9A8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNAI1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TMEM189,1,0,1,0,1,0,0,0,0,1,0,1,0,0
CEBPB.AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CEBPB,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BCAS4,0,0,0,0,0,0,0,1,0,1,0,1,0,0
KCNG1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NFATC2,1,0,0,0,1,0,0,1,0,1,0,0,0,0
ATP9A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SALL4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TSHZ2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL354993.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
