,BIO2197294-CHX_vs_DMSO,BIO2197294-CHX_vs_DMSO-CHX,BIO2197294-CHX_vs_7294,BIO2197294-EtOH_vs_DMSO,BIO2197294-EtOH_vs_U1_WT100_EtOH,BIO2197294-EtOH_vs_U1_WT500_EtOH,BIO2197294-CHX_vs_U1_WT100_CHX,BIO2197294-CHX_vs_U1_WT500_CHX,BIO2197294-EtOH_vs_U1_U1_mut1_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut1_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut1_100_CHX,BIO2197294-CHX_vs_U1_U1_mut1_500_CHX,BIO2197294-EtOH_vs_U1_U1_mut2_100_EtOH,BIO2197294-EtOH_vs_U1_U1_mut2_500_EtOH,BIO2197294-CHX_vs_U1_U1_mut2_100_CHX,BIO2197294-CHX_vs_U1_U1_mut2_500_CHX
AC027307.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
APC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PCSK4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
REEP6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLK5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX3D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCF3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC012615.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MKNK2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IZUMO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LMNB2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GADD45B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GNG7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006538.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF554,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF555,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC119403.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CELF5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MATK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAPK3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016586.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRT6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAF1A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA6B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR7.3HG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KDM4B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TINCR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011499.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUS3L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FUT3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AC024592.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PSPN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB4A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF557,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INSR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PNPLA6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PCP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008763.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC8E,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CTXN1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010323.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB11B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO1F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF317,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF699,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF559,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF559.ZNF177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF266,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF561,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF562,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF846,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008752.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPAN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P2RY11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ICAM1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC011511.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ICAM4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZGLP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011511.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KRI1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDKN2D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LDLR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB3D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF653,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZNF627,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008543.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF887P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF833P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF823,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF441,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF440,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF433,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF136,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF563,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF442,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF799,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF443,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF709,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF564,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF791,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010422.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXW9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNPO2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HOOK2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUNB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CALR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NFIX,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NACC1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IER2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011446.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC130,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C19orf57,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CC2D1A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RFX1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PALM3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TECR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAP8L,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP4F3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
C19orf44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008764.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC008764.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MED26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC13A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RPL18A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IFI30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008397.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUND,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF15,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
ELL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRLF1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COMP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SUGP2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NR2C2AP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TM6SF2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SUGP1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MAU2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TSSK6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PBX4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP13A1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF506,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF682,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF737,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF430,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF431,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF708,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF493,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF492,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF724,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF675,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF681,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011503.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007786.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF536,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008736.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
SLC7A9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPATCH1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPA.DT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC020910.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF792,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FXYD5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP4A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AD000671.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U2AF1L4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
APLP1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NFKBID,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LRFN3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHAF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002116.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIP3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF566,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF260,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF529,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF382,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF461,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF567,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC020928.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF790.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF790,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF829,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF568,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF420,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF585A,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF585B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF383,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF527,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF569,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF570,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF540,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF607,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016582.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPF1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRED3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCER2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GMFG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005393.1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
DYRK1B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGBP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF546,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZNF780A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005614.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC118344.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C19orf47,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
PLD3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRX,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERTAD1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008537.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TGFB1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RABAC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP1A3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
POU2F2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZNF526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CIC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PAFAH1B3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGF8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CNFN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PHLDB3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PINLYP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLAUR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMG9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPD5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZNF283,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF404,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC006213.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZNF230,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF222,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF223,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF284,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF224,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC021092.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZNF225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF234,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF227,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF233,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF285,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF229,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF180,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
APOE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
APOC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLASRP,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMIN7.AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC6A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIPR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007191.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BHMG1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOVA2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CALM3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCDC9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010331.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BICRA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EHD2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELSPBP1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
ZSWIM9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011466.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD8.AS1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KCNJ14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPHK2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RASIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FUT1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R15A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FTL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LIN7B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C19orf73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PPFIA3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC011450.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL13A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RRAS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PTOV1.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PTOV1.AS2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF473,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010624.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010624.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NAPSA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008655.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC4B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYT3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SHANK1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C19orf48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACA6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZNF577,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF649,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF613,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF615,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF432,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF841,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF616,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF836,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF766,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF480,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF880,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF808,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF137P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF611,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF468,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF320,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF888,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF321P,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF816.ZNF321P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
