Genes,NGN2.BIO1755497.00040nM,NGN2.BIO2006152.00150nM,NGN2.BIO2059811.00870nM,NGN2.BIO2135644.01000nM,NGN2.BIO2136770.00300nM,NGN2.BIO1949634.03000nM,NGN2.BIO2060573.03000nM,NGN2.BIO2070692.01680nM
LRRC8A,0,0,0.113,0.108,0,0,0,0
RPUSD1,0,0,0.103,0.118,0,0,0,0
NELL1,0,0,0.220756420512748,0,0,0,0,0
ZNF101,0,0,0,0.220742974071466,0,0,0,0
SCML1,0,0,0,0,0,0.220516237650072,0,0
CRYBG2,0,0,0,0,0.220355287368034,0,0,0
CU634019.2,0,0,0.100238919159632,0,0,0.120049129498855,0,0
CD99L2,0,0,0.117,0,0,0.103,0,0
ILVBL,0,0,0.113,0,0,0.107,0,0
TUBGCP3,0,0,0.101,0,0,0.119,0,0
IP6K1,0,0,0.102,0,0,0.118,0,0
LINC00476,0,0,0.219466712401046,0,0,0,0,0
NFKBIB,0.21937059039759,0,0,0,0,0,0,0
SNCAIP,0,0,0,0,0,0.114,0,0.105
C11orf54,0,0,0.21885581215185,0,0,0,0,0
DDX51,0,0,0.218617853937432,0,0,0,0,0
ATP23,0.218602295776354,0,0,0,0,0,0,0
PEX2,0,0,0,0,0,0,0,0.218260886285293
PPP6R3,0,0,0,0,0,0.218122816004815,0,0
TRHDE-AS1,0.218,0,0,0,0,0,0,0
PHB,0,0,0,0,0,0,0.217937706114475,0
ZNF205,0,0,0,0.217626878078825,0,0,0,0
ZNF615,0,0,0,0,0,0,0.217533331252235,0
STX16,0,0,0.103282865382953,0,0,0.114,0,0
AF117829.1,0,0.217117733206238,0,0,0,0,0,0
ATP6AP1L,0,0,0,0,0,0.217106911430192,0,0
PSMD13,0,0.107,0,0,0,0.11,0,0
TMEM256-PLSCR3,0,0.112,0,0.105,0,0,0,0
UBR4,0,0,0.115,0,0,0,0,0.102
DGKQ,0,0,0,0,0,0.216,0,0
CNOT4,0,0,0.11052698493827,0,0,0.105404122053955,0,0
ITGAV,0,0,0,0,0,0.215768192627873,0,0
CTNNB1,0,0,0.110010721554644,0,0,0.105754342068208,0,0
VSTM2A,0,0,0.215488329979216,0,0,0,0,0
PRMT1,0,0,0,0,0,0.215388255969612,0,0
ANKRD54,0,0,0,0,0,0,0.11,0.105
BBS5,0,0,0.215,0,0,0,0,0
HLA-DMA,0,0,0,0,0,0,0.215,0
SCUBE3,0,0,0.111,0.104,0,0,0,0
STK11IP,0,0,0,0,0,0,0.214565123406576,0
PAX2,0,0.105,0,0,0,0,0.109,0
SCP2,0,0,0,0.213611711464473,0,0,0,0
BOLA3-AS1,0,0,0,0,0.213146201685555,0,0,0
SETD4,0.213029848135213,0,0,0,0,0,0,0
ECSIT,0,0,0.102,0,0,0,0.111,0
PCGF6,0,0,0,0,0,0,0.213,0
PMS2,0,0,0,0.108,0,0.105,0,0
ZNF611,0.104,0,0,0,0,0,0,0.109
DDX5,0,0,0,0,0,0.212987623256052,0,0
ZNF605,0,0,0,0,0,0.212791292418157,0,0
QRICH1,0,0,0,0,0,0.212464457287889,0,0
AL669830.2,0,0.212454545878607,0,0,0,0,0,0
WDSUB1,0,0,0,0,0,0.212329822593764,0,0
CEP70,0,0,0.212,0,0,0,0,0
RFESD,0,0.212,0,0,0,0,0,0
WHAMM,0,0,0.211901778443472,0,0,0,0,0
POM121C,0,0,0,0,0,0.211718764658358,0,0
WBP1,0,0,0.109996084535949,0,0,0.101442610447335,0,0
SLC25A27,0,0.211242231355687,0,0,0,0,0,0
RHOQ,0,0,0,0.105381977522284,0,0,0.105782108621303,0
PLSCR3,0,0.211,0,0,0,0,0,0
QTRT2,0.107,0,0,0,0,0,0.104,0
STK38L,0,0,0,0.104,0.107,0,0,0
ZNF720,0,0,0.210493995074265,0,0,0,0,0
ADGRL3,0,0,0.210142630393615,0,0,0,0,0
JADE1,0,0,0,0,0,0.210116683130736,0,0
ABHD18,0,0,0,0,0,0.104,0.106,0
POU6F2,0,0,0,0,0,0.106,0,0.104
OPLAH,0,0,0,0,0.209520401643426,0,0,0
APOC1,0,0,0,0,0,0.209,0,0
OCEL1,0,0,0.209,0,0,0,0,0
SPHK2,0,0,0.209,0,0,0,0,0
TOPORS,0,0,0,0.208266624043678,0,0,0,0
AGO2,0,0,0,0.208259198225623,0,0,0,0
SMUG1,0,0,0,0,0,0,0,0.208184312082441
FAM221A,0,0,0.208,0,0,0,0,0
NPHP4,0,0,0,0,0,0,0,0.208
PITPNM2,0,0,0,0,0,0.207718758497414,0,0
NETO1,0.207498857831615,0,0,0,0,0,0,0
OGG1,0,0,0,0,0,0.207358025521583,0,0
EEF1E1,0,0,0.104853218730818,0,0,0.102284666932455,0,0
CACNA1D,0,0,0.106,0.101,0,0,0,0
MEAF6,0,0,0,0,0,0,0.101,0.106
ANKRD27,0,0.103,0,0,0.104,0,0,0
CYP27C1,0,0,0,0.207,0,0,0,0
OSBPL11,0,0,0,0,0,0.206780212727407,0,0
IPO8,0,0,0.206619859613477,0,0,0,0,0
CKS1B,0,0,0.206531348992791,0,0,0,0,0
GOLGA2P10,0,0,0,0.206428024518336,0,0,0,0
ZCCHC2,0,0,0,0,0,0.206267807411049,0,0
AKR1C2,0,0,0,0,0,0,0,0.206
NBPF12,0,0,0,0,0,0.205860188764857,0,0
RAB4B,0,0,0.205654581547193,0,0,0,0,0
LHX1-DT,0,0,0,0,0,0.205251397412741,0,0
WASH5P,0,0,0.205197873342023,0,0,0,0,0
KLHL8,0,0,0,0,0,0.205,0,0
PXN-AS1,0,0,0,0,0,0.205,0,0
SNRNP70,0,0,0.205,0,0,0,0,0
SYNE2,0,0,0,0,0,0,0,0.204325846579902
EEF1AKMT2,0,0,0,0,0,0.204274929191775,0,0
ZNF625-ZNF20,0,0,0,0,0,0,0,0.204
PI4KAP2,0,0,0,0,0,0,0,0.203757952279831
REEP6,0,0,0.203611132874193,0,0,0,0,0
MIPOL1,0,0,0,0,0.203446711612593,0,0,0
BORCS5,0,0,0,0,0,0,0,0.20335996592394
EXOSC7,0.102,0,0,0,0,0,0,0.101
GUSB,0,0,0,0,0,0,0.203,0
SLC37A4,0,0,0,0.203,0,0,0,0
TPMT,0,0,0,0,0,0.203,0,0
RNPS1,0,0,0.100026116358983,0,0,0.102680858741468,0,0
BORCS7-ASMT,0,0,0.202357284184489,0,0,0,0,0
SPOP,0,0,0.202312046930831,0,0,0,0,0
KMT2A,0,0,0,0,0,0,0,0.202099603566493
CCDC186,0,0,0,0,0,0.202,0,0
CEBPZOS,0.201755699404106,0,0,0,0,0,0,0
IGHMBP2,0,0,0,0,0.20173522859139,0,0,0
LIMS1,0,0.201437152079166,0,0,0,0,0,0
HDAC4,0,0,0,0,0,0.10041832539436,0.101,0
NAXD,0,0,0,0,0.201381955973148,0,0,0
PAIP2B,0,0,0,0,0,0.201308130942016,0,0
TMEM132D,0,0,0,0,0,0.20109101941939,0,0
CCDC102B,0,0,0,0,0,0,0.201,0
ZNF251,0,0,0,0,0,0,0.200823964360258,0
UNC5C,0,0,0,0,0,0.200094402886035,0,0
MINK1,0,0,0,0,0,0,0,0.2
ANKRD49,0,0,0,0,0,0,0.199958228714462,0
DLG1,0,0,0,0,0,0,0,0.199870325304668
AC007405.4,0,0,0,0.199788875901609,0,0,0,0
FANCE,0,0,0,0.199704444851947,0,0,0,0
FAM120B,0,0,0.199701244232679,0,0,0,0,0
RTEL1,0,0,0,0,0,0.199667123347473,0,0
LSM1,0,0,0,0,0.199358385901137,0,0,0
NPR2,0,0,0,0,0,0.199341616025036,0,0
ZBTB20,0,0,0,0,0,0,0.199046770699081,0
HEXA,0,0,0,0.199,0,0,0,0
ST6GALNAC5,0,0,0,0,0,0,0,0.19898266383806
ZNF678,0,0,0,0,0,0,0,0.198700870396965
AS3MT,0,0,0.198655404196323,0,0,0,0,0
DOP1B,0,0,0.198105650840467,0,0,0,0,0
CACTIN,0,0,0.198,0,0,0,0,0
MTDH,0,0,0,0,0,0.197897410109324,0,0
LINC02610,0,0,0,0,0,0,0.197539882163312,0
TRIM32,0,0,0,0.197409182360665,0,0,0,0
WTIP,0,0,0,0,0,0.197236568408254,0,0
ZNF774,0,0,0,0,0,0.197152184356588,0,0
NTM,0,0,0,0.19711742152804,0,0,0,0
N4BP2L2,0,0,0,0,0,0.197,0,0
TMEM161B-AS1,0,0,0.196962286985882,0,0,0,0,0
AC009961.1,0,0,0,0,0,0.196885250710182,0,0
ZNF219,0,0,0,0,0,0,0.196662172359356,0
ATXN7L1,0,0,0.19639538770617,0,0,0,0,0
SLC5A3,0,0.196286259559314,0,0,0,0,0,0
RUBCN,0,0,0.19622910152004,0,0,0,0,0
ANO6,0,0,0,0,0,0,0,0.196139977429419
ANKRD42,0.196,0,0,0,0,0,0,0
CSGALNACT2,0,0,0.196,0,0,0,0,0
ZMYM1,0,0,0.195841102275853,0,0,0,0,0
RNF125,0,0,0,0,0,0.195700895585691,0,0
ARNTL,0,0,0,0.195529711937442,0,0,0,0
CD320,0,0,0,0,0,0,0.195,0
TMEM263,0,0,0,0,0,0.195,0,0
TMCC1,0,0,0.194916472728587,0,0,0,0,0
TMEM43,0,0,0,0,0,0.194592562366517,0,0
RTEL1-TNFRSF6B,0,0,0,0,0,0.19447825957662,0,0
ENTR1,0,0,0,0,0,0.19425894353311,0,0
FAM47E-STBD1,0,0,0,0,0,0,0,0.19424134748377
ABHD6,0,0,0,0,0,0.194,0,0
ARL16,0,0,0,0,0.194,0,0,0
NIT1,0,0,0,0,0,0,0.193623297171733,0
TPRG1L,0,0,0.193529019507393,0,0,0,0,0
LRRN3,0,0,0,0,0,0.193410492933581,0,0
AC100779.1,0.193152629556573,0,0,0,0,0,0,0
SH3PXD2A,0,0,0,0,0,0.193140572703908,0,0
AC084262.2,0.193,0,0,0,0,0,0,0
GIN1,0,0,0,0,0.193,0,0,0
THAP9-AS1,0.193,0,0,0,0,0,0,0
CHRM3,0,0,0,0,0,0.192930355467027,0,0
PCNX2,0,0,0,0,0,0.192911111521065,0,0
TRMT1,0,0,0,0,0,0.192820412944152,0,0
MTERF1,0,0,0,0,0,0.19266108969948,0,0
KLF10,0,0,0.191487343987192,0,0,0,0,0
COG5,0,0,0,0,0,0.191366770226258,0,0
IMMP2L,0,0,0,0,0,0.191,0,0
PPP2R1B,0,0,0,0,0,0.190549635152651,0,0
SEL1L3,0,0,0.190071870276433,0,0,0,0,0
REX1BD,0,0,0,0,0,0.190066854721954,0,0
ADAT1,0,0,0.19,0,0,0,0,0
CNKSR2,0,0,0,0,0,0.19,0,0
FAM47E,0,0,0,0,0,0,0,0.18986990975973
GALNT9,0,0,0,0,0,0.189669979174569,0,0
UBAC2,0,0,0,0,0,0.189665575351355,0,0
ZNF511,0,0,0.189618409793255,0,0,0,0,0
HS6ST2,0,0,0,0,0,0,0.189,0
INO80C,0,0,0,0,0,0,0.189,0
TMEM44,0,0.188936936490817,0,0,0,0,0,0
AC005076.2,0,0,0,0,0.188759283458209,0,0,0
CDH11,0,0,0,0,0,0.18811940836119,0,0
PTPA,0,0,0,0.188,0,0,0,0
RSPH4A,0,0,0.188,0,0,0,0,0
SDHAF2,0,0,0,0.187780515559154,0,0,0,0
KRIT1,0,0.187564204996206,0,0,0,0,0,0
CCDC91,0,0,0,0,0,0,0.18682553134427,0
SAMD10,0,0,0,0,0,0,0,0.186787372182661
VGLL3,0,0,0,0,0,0.186718647845535,0,0
TAB2,0,0,0,0,0,0.186149437339004,0,0
TTC32,0,0,0,0.186109324630177,0,0,0,0
AC073111.4,0,0,0,0.186,0,0,0,0
OGFOD3,0,0,0.186,0,0,0,0,0
RAB5IF,0,0,0,0,0,0.186,0,0
VEZT,0,0,0,0,0,0.186,0,0
RANBP17,0,0,0,0,0,0.185877862512103,0,0
GAB2,0,0,0,0,0,0.185229528662145,0,0
FAM184A,0,0,0.185,0,0,0,0,0
OCIAD1,0,0,0,0,0,0.185,0,0
RNASEH1-AS1,0,0,0.185,0,0,0,0,0
ST18,0,0,0,0,0.185,0,0,0
UBR2,0,0,0,0,0,0.185,0,0
HTRA1,0,0,0,0,0,0.184929953444264,0,0
SCML2,0,0,0,0,0,0.184726582971239,0,0
TRMO,0,0,0.184307694291351,0,0,0,0,0
CCDC144NL-AS1,0,0,0,0.184,0,0,0,0
CLK3,0,0,0,0,0,0.184,0,0
DAPK1,0,0,0,0.184,0,0,0,0
ZNF133,0,0,0.183725536659934,0,0,0,0,0
IGSF1,0,0,0,0,0,0,0.183356304288177,0
BCL10,0,0,0.183224027614391,0,0,0,0,0
SLC25A16,0,0,0.183162367256344,0,0,0,0,0
STOX1,0,0,0,0,0,0,0,0.183080903070358
LINC00680,0,0,0,0,0,0.183,0,0
CNOT9,0,0,0,0,0,0.182855378701608,0,0
AC231759.2,0,0,0,0,0,0,0,0.182818425178644
MAP4K3-DT,0,0,0,0.182179913293687,0,0,0,0
BIVM-ERCC5,0,0,0,0,0,0.182173138395961,0,0
LTBP4,0,0,0,0,0,0,0.182,0
MPND,0,0,0.182,0,0,0,0,0
TECTA,0,0,0,0,0,0,0,0.182
URM1,0,0,0,0,0,0.181996154007728,0,0
FASTKD5,0,0,0,0,0,0.181951205090311,0,0
BIN3,0.181791317740068,0,0,0,0,0,0,0
SLC9A3-AS1,0,0,0,0.181637787598423,0,0,0,0
TASOR,0,0,0,0,0,0.181551425133734,0,0
SPOCK3,0,0,0,0,0,0.181196596033842,0,0
ZNF148,0,0,0.181079721962821,0,0,0,0,0
PIWIL4,0,0,0,0,0,0.181,0,0
PTPN13,0,0,0,0,0,0.181,0,0
ENOX2,0,0,0,0.180988619870662,0,0,0,0
SUSD4,0,0.180908902735552,0,0,0,0,0,0
FAT3,0,0,0,0,0,0.180862539269004,0,0
AC092279.1,0,0,0.180426210546647,0,0,0,0,0
FSTL3,0,0,0,0.18039776001552,0,0,0,0
ZNF34,0.180246154788201,0,0,0,0,0,0,0
RSPH9,0,0,0.18,0,0,0,0,0
ZNF839,0,0,0.18,0,0,0,0,0
MICAL3,0,0,0,0,0,0.179912465249369,0,0
MARF1,0,0,0,0,0,0.179436714424111,0,0
CLCN3,0,0,0,0,0,0,0,0.179247788380031
FBXO5,0,0,0,0,0,0.179027891464355,0,0
FAM66C,0,0,0,0.179,0,0,0,0
RGS11,0,0.179,0,0,0,0,0,0
GRID2,0,0,0,0,0.178470133882895,0,0,0
ERCC5,0,0,0,0,0,0.178253431894985,0,0
PTPRM,0,0,0,0,0,0,0,0.178
STK40,0,0,0.178,0,0,0,0,0
ZNF17,0,0,0,0,0,0.178,0,0
ANKRD44,0,0,0.177564167780162,0,0,0,0,0
NRP2,0,0,0.177084832928793,0,0,0,0,0
POLR1A,0,0,0,0,0,0,0.177,0
MTAP,0,0,0,0.17695147971448,0,0,0,0
RAPGEF2,0,0,0,0,0,0.176810352600905,0,0
PLEC,0,0,0,0.176461199648156,0,0,0,0
CRAMP1,0,0,0,0,0.176276052120767,0,0,0
CEP250,0,0,0.176,0,0,0,0,0
GPALPP1,0,0,0,0,0,0,0,0.176
HMGCLL1,0,0,0,0,0,0,0.176,0
RWDD3,0,0,0,0,0,0.176,0,0
HDDC2,0,0,0,0,0,0.175667218451088,0,0
C2orf76,0,0,0.175571400314078,0,0,0,0,0
DDX46,0,0,0.175,0,0,0,0,0
GGCX,0,0,0.175,0,0,0,0,0
TSPAN17,0,0,0,0,0,0,0.175,0
NRIP3,0,0,0,0,0,0,0,0.174
SNX29,0,0,0,0,0.174,0,0,0
NAV3,0,0,0,0,0,0.173903434466082,0,0
FAM126B,0,0,0.17357473890714,0,0,0,0,0
FAHD2CP,0,0,0,0,0,0.173491671276122,0,0
CCDC138,0,0,0,0,0,0.173,0,0
EXOC4,0,0,0.172564054233431,0,0,0,0,0
LINC00665,0,0,0.172,0,0,0,0,0
RECK,0,0,0,0,0,0,0,0.172
CUL4A,0,0,0.17193382643807,0,0,0,0,0
ZNF561-AS1,0,0.171825059587437,0,0,0,0,0,0
UTP6,0,0,0,0,0,0.17166011799429,0,0
NANOGP1,0,0,0,0,0.171450214209609,0,0,0
CDKL2,0,0,0,0,0,0.171,0,0
OGFRL1,0,0,0,0,0,0,0,0.171
SLC35F5,0,0,0,0,0,0.171,0,0
USP44,0,0,0,0,0,0.171,0,0
ATM,0,0,0,0.17,0,0,0,0
CEP290,0,0,0.17,0,0,0,0,0
IDE,0,0,0.17,0,0,0,0,0
MFSD1,0,0,0,0,0,0.17,0,0
PRR5,0,0,0,0,0,0.17,0,0
ABCB7,0,0,0,0,0,0,0,0.169946709756779
ANAPC15,0,0,0.169847166870794,0,0,0,0,0
BRWD1,0,0,0,0.169665984328133,0,0,0,0
LPCAT4,0,0,0,0,0,0.169071356092937,0,0
SCRIB,0,0,0,0.169,0,0,0,0
TRNAU1AP,0,0,0,0.169,0,0,0,0
FOXP1,0,0,0,0,0,0,0.16883855463009,0
FRS2,0,0,0,0,0,0,0,0.168623625275918
MAGI2,0,0,0,0,0,0.168313614002237,0,0
GAK,0,0,0,0,0,0.168,0,0
GRIA4,0,0,0,0.168,0,0,0,0
KMT2D,0,0,0,0,0,0,0,0.168
SNHG1,0,0,0.168,0,0,0,0,0
TSEN15,0,0,0.168,0,0,0,0,0
ZNF37A,0,0,0,0,0,0.167766177014841,0,0
C5orf38,0,0,0,0.167,0,0,0,0
CFAP221,0,0,0.167,0,0,0,0,0
CIART,0,0,0,0,0,0.167,0,0
ZMYM4,0,0,0,0,0,0.167,0,0
SAC3D1,0,0,0,0,0,0.166062797348111,0,0
AP2M1,0,0,0,0,0.166,0,0,0
GFOD1,0,0,0,0.165737108771297,0,0,0,0
JAKMIP2-AS1,0,0,0,0,0.165544973375297,0,0,0
KIF9-AS1,0.165,0,0,0,0,0,0,0
MDM1,0,0,0,0.165,0,0,0,0
MLX,0,0,0,0,0,0,0,0.165
UEVLD,0,0,0,0.165,0,0,0,0
PRH1,0,0,0,0,0,0.164883395663522,0,0
TSPAN18,0,0,0,0,0,0.164668086076717,0,0
MAGOHB,0,0,0,0,0,0.164424012126486,0,0
DHRS4,0,0,0,0,0,0,0.164364686643451,0
PXMP2,0,0,0,0,0,0.164252738545487,0,0
TCTN2,0,0,0.164050181819074,0,0,0,0,0
LZTR1,0,0,0,0,0,0.1640428351217,0,0
ADCY7,0,0,0,0,0,0,0.164,0
ATF7,0,0,0,0,0,0.164,0,0
DAGLA,0,0,0.164,0,0,0,0,0
NRM,0,0,0,0,0,0,0,0.163331026192784
MTHFR,0,0,0.16304233135724,0,0,0,0,0
PAAF1,0,0,0,0.162494397875142,0,0,0,0
FBXO8,0,0,0,0.162151649225515,0,0,0,0
METTL23,0,0.162,0,0,0,0,0,0
STXBP2,0,0,0,0,0,0,0.162,0
CAP2,0,0,0.16165643384007,0,0,0,0,0
EEF2KMT,0,0,0.161,0,0,0,0,0
ISOC2,0,0,0.161,0,0,0,0,0
UBIAD1,0,0,0,0,0,0.161,0,0
SLIT2,0,0,0,0,0,0.160702547047496,0,0
ZFY,0,0,0,0.16017391418979,0,0,0,0
COMMD4,0,0,0,0,0,0.16,0,0
MIIP,0,0,0,0,0,0,0.16,0
PPWD1,0,0,0,0,0,0,0,0.16
PIP4K2A,0,0,0.159814258298588,0,0,0,0,0
ZSCAN32,0,0,0,0,0,0.159783214922247,0,0
STAG3L3,0,0.159747077155922,0,0,0,0,0,0
NDUFC1,0,0,0,0,0,0.159680033664743,0,0
AREL1,0,0,0,0,0,0.159296168464155,0,0
PHF10,0,0,0.159196760264835,0,0,0,0,0
ADAM12,0,0,0,0,0,0.159,0,0
ADGRB2,0,0,0,0,0,0.159,0,0
CCNJ,0,0,0.159,0,0,0,0,0
DAP3,0,0,0,0.159,0,0,0,0
FCF1,0,0.159,0,0,0,0,0,0
HNRNPC,0,0,0.159,0,0,0,0,0
ASH1L,0,0,0,0,0,0,0.158224042918704,0
ABCC5,0,0.158,0,0,0,0,0,0
MYO9B,0,0,0,0,0,0.158,0,0
PLCB4,0,0,0,0,0,0.158,0,0
SDHAP1,0,0,0,0,0,0.158,0,0
MRPL24,0,0,0,0,0,0,0,0.157651244753224
SDCCAG8,0,0,0,0,0,0.157288432071475,0,0
CRELD1,0,0.157,0,0,0,0,0,0
REXO5,0,0,0,0.157,0,0,0,0
DNAJB4,0,0,0.156923172931445,0,0,0,0,0
RPS6KB1,0,0,0,0,0,0.156575179953392,0,0
PIWIL2,0,0,0,0,0,0,0.156133616180068,0
NDUFV1,0,0,0,0,0.156,0,0,0
PHLPP2,0,0,0.156,0,0,0,0,0
SERP1,0,0,0,0,0.156,0,0,0
THNSL2,0,0,0,0,0,0.156,0,0
ZNF483,0,0,0,0,0,0.156,0,0
FAM104B,0,0,0.155921359908939,0,0,0,0,0
UPP1,0,0,0,0,0,0,0.155760743701301,0
EIF3H,0,0,0,0,0,0.15571659111223,0,0
BFAR,0,0,0.155,0,0,0,0,0
CENPP,0,0,0,0,0,0,0.155,0
LRRC23,0,0,0.155,0,0,0,0,0
TDRD7,0,0,0,0,0,0,0,0.155
VPS13D,0,0,0,0,0,0.154893953300585,0,0
MAPRE2,0,0,0,0,0.154484217478615,0,0,0
CDIP1,0,0,0,0,0,0.154126593018467,0,0
ERAL1,0,0,0.154,0,0,0,0,0
EXOSC2,0,0,0,0.154,0,0,0,0
ITSN2,0,0,0,0,0,0,0.154,0
RUFY3,0,0,0,0,0,0.154,0,0
VRK3,0,0,0,0,0,0.154,0,0
HERC2P3,0,0,0,0,0,0,0,0.153571729272651
HAP1,0,0,0,0.153,0,0,0,0
AC060780.1,0,0,0,0,0,0.152693302742374,0,0
ZHX1,0,0,0.152221566594328,0,0,0,0,0
LTO1,0,0,0,0.152,0,0,0,0
SGSH,0,0,0,0.152,0,0,0,0
CCNYL1,0,0,0.151,0,0,0,0,0
FBXW4,0,0,0,0,0,0,0,0.151
MPRIP,0,0,0,0,0,0.151,0,0
SEMA4C,0.151,0,0,0,0,0,0,0
TMEM181,0,0,0.151,0,0,0,0,0
VPS26C,0,0,0.151,0,0,0,0,0
KDM5C,0,0,0,0,0,0,0,0.150382455865316
AC005324.4,0,0,0,0.15,0,0,0,0
HID1,0,0,0.15,0,0,0,0,0
RNASEH2B,0,0,0,0.15,0,0,0,0
SLC35A3,0,0,0,0,0,0,0.15,0
GMPPB,0,0,0,0,0,0,0.149,0
MON1B,0,0,0,0,0,0.149,0,0
PSMC3IP,0,0,0.149,0,0,0,0,0
RALGAPA2,0,0,0,0,0,0.149,0,0
TAZ,0,0,0.149,0,0,0,0,0
ZNF407,0,0,0,0,0,0.149,0,0
CELF3,0,0,0,0,0,0.148622768561409,0,0
MED20,0,0,0,0,0,0.148054663707159,0,0
EPB41L1,0,0,0.148,0,0,0,0,0
LIAS,0,0,0,0,0,0.148,0,0
WARS1,0,0,0.148,0,0,0,0,0
NSUN5P2,0,0,0,0,0,0.147686060570387,0,0
ZNF213-AS1,0,0,0,0.147,0,0,0,0
RNF40,0,0,0,0,0,0.14626639273441,0,0
CPNE2,0,0,0,0,0,0.146,0,0
GDPD5,0,0,0,0,0,0.146,0,0
NCOA1,0,0,0.146,0,0,0,0,0
NEK11,0,0,0.146,0,0,0,0,0
SPSB3,0,0,0,0,0.146,0,0,0
PICALM,0,0,0.145528588942621,0,0,0,0,0
MDM4,0,0,0,0,0,0.145102679875179,0,0
CAMKV,0,0,0,0,0,0.145,0,0
CCNQ,0,0,0,0.145,0,0,0,0
DENND4C,0,0,0.145,0,0,0,0,0
EED,0,0,0.145,0,0,0,0,0
GRIP1,0,0,0,0,0.145,0,0,0
NHLRC3,0,0,0.145,0,0,0,0,0
RMC1,0,0,0,0,0,0,0,0.145
STAG3L5P-PVRIG2P-PILRB,0,0,0.145,0,0,0,0,0
TCTN3,0,0,0,0,0,0.145,0,0
ZNF536,0,0,0,0.145,0,0,0,0
TMBIM4,0,0,0,0,0,0.144960328369983,0,0
CAD,0,0,0,0.144,0,0,0,0
RASEF,0,0,0.144,0,0,0,0,0
ZNF542P,0,0,0.144,0,0,0,0,0
ZNF773,0,0,0,0.143851002893263,0,0,0,0
RGS10,0,0,0,0.143772164548645,0,0,0,0
CASKIN1,0,0,0.143,0,0,0,0,0
CHFR,0,0,0.143,0,0,0,0,0
NEDD4L,0,0,0,0,0,0.143,0,0
PEX12,0,0,0.143,0,0,0,0,0
POLR2G,0,0,0,0,0,0.143,0,0
TSEN34,0,0,0,0,0,0.143,0,0
KIAA1324,0,0,0,0.142766561158753,0,0,0,0
ABCA5,0,0,0,0,0.142,0,0,0
SLC7A8,0,0,0,0,0,0,0,0.142
TINF2,0,0,0,0,0,0.142,0,0
XYLT1,0,0,0,0.142,0,0,0,0
SPNS2,0,0,0,0,0,0.141813460516384,0,0
C19orf12,0,0,0,0,0,0,0,0.141386234684149
LINC01896,0,0,0.14102897724697,0,0,0,0,0
AACS,0,0.141,0,0,0,0,0,0
AC025165.6,0,0,0,0,0,0.141,0,0
AC106741.2,0,0,0,0,0,0,0,0.141
ARFGAP3,0.141,0,0,0,0,0,0,0
DFFB,0,0,0,0,0.141,0,0,0
FAXC,0,0,0,0,0,0.141,0,0
NECAP2,0,0,0.141,0,0,0,0,0
NPIPB3,0,0,0,0.14079648258061,0,0,0,0
NPIPB5,0,0,0,0.140617777320537,0,0,0,0
PIGH,0,0,0,0,0,0.14061479348424,0,0
AC004803.1,0,0,0.140269357896026,0,0,0,0,0
NUP214,0,0,0,0,0,0.14,0,0
RBBP6,0,0,0.14,0,0,0,0,0
UTP25,0,0,0.14,0,0,0,0,0
ZCCHC9,0.14,0,0,0,0,0,0,0
LINC02609,0,0,0,0,0,0.139997166881016,0,0
ZNF510,0,0,0.139816282037791,0,0,0,0,0
PIGK,0,0,0,0,0,0.139750664493226,0,0
THUMPD3,0,0,0,0,0,0,0,0.139638030432588
SMARCA2,0,0,0,0,0,0.139097964330462,0,0
ACAA1,0,0,0,0,0.139,0,0,0
DDI2,0,0,0,0.139,0,0,0,0
PRXL2B,0,0,0,0,0,0,0.139,0
UBE3A,0,0.139,0,0,0,0,0,0
AGPAT4,0,0,0,0,0,0.138888891035311,0,0
RNF8,0,0,0.138718437874595,0,0,0,0,0
RIPOR2,0,0,0.138578046671936,0,0,0,0,0
CALU,0,0,0.138129387106231,0,0,0,0,0
DNAH14,0,0,0,0,0,0.138,0,0
HK1,0,0,0,0.138,0,0,0,0
NUBPL,0,0,0,0,0,0,0,0.138
NMRAL1,0,0,0,0.137383770895971,0,0,0,0
AKT1,0,0,0,0.137,0,0,0,0
ASAH1,0,0,0.137,0,0,0,0,0
KIAA1841,0,0,0,0,0,0.137,0,0
LRRC20,0,0,0,0,0,0,0,0.137
PUSL1,0,0,0,0,0.137,0,0,0
TBC1D24,0,0,0,0,0,0.137,0,0
TTBK2,0,0,0,0,0,0,0,0.137
BPNT1,0,0,0.136891412354913,0,0,0,0,0
CBLB,0,0,0.136595483121591,0,0,0,0,0
TIMM8B,0,0,0,0,0,0.136524388674548,0,0
RAP1GAP,0,0,0.136435524493497,0,0,0,0,0
RABL3,0,0,0.136309598850368,0,0,0,0,0
AMACR,0,0,0,0,0,0.136,0,0
COQ7,0,0,0,0.136,0,0,0,0
INTS10,0,0,0,0,0,0.136,0,0
MAP2K5,0,0,0,0,0,0,0,0.136
NCAPD3,0,0,0.136,0,0,0,0,0
PTAR1,0,0,0.136,0,0,0,0,0
ZNF433-AS1,0,0,0,0,0,0.135868587753815,0,0
MRAS,0,0,0,0,0,0.135730984033086,0,0
MTG1,0,0,0,0,0,0.135700541733351,0,0
SLC8A1,0,0,0,0.135018889612798,0,0,0,0
AC009070.1,0,0.135,0,0,0,0,0,0
AC091167.7,0,0,0,0,0,0,0.135,0
